image,prompt,path
0081.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, white box, gray men, photo taken from far, extremely realistic photo, white background wall, home video footage, a-pose, with black eyes, a friendly wisp, whitehorns, tention","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0263.png,"there is a ghostly figure standing in a dark hallway, promotional render, android close to camera, photorealistic camera shot, slender boy with a pale, clear eyes concept art, ability image, moonray render, a polaroid photo, in game render","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0174.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, plain studio background, home video footage, white floor, a friendly wisp, photo taken in 2018, promotional photo, osr, by Sōami, facing the viewer, spectres, image on the store website","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0211.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white ambient background, photograph of 3d ios room, full-body photography, portal opening, very known photo, full subject shown in photo, interconnected human lifeforms","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0106.png,"arafed image of a ghostly figure in a dark hallway, in - game footage, celery man, better known as amouranth, in a white room, he is wearing a black t-shirt, eye white). full body realistic, photo of green river, squaresoft, whitehorns","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0022.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, white box, an ultra realistic photo, android close to camera, gray men, whitehorns, concept image, photo taken from far, brightly lit room, protagonist","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0025.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, a black and white photo, trail camera footage, shin megami, sona is a slender, photo of a 50-year-old white man, phone recording, white face, female floating","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0216.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white ambient background, photograph of 3d ios room, of the game portal, tall man, very known photo, full subject shown in photo, promotional photo, might delete later, slit-scan photography, no - text no - logo, android close to camera","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0101.png,"arafed image of a ghostly figure in a dark hallway, in - game footage, spoon slim figure, photorealistic camera shot, white floor, home video footage, whitehorns, android close to camera, extra detailed body, human male, 5 th floor, a friendly wisp","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0059.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, white box, gray men, android close to camera, photorealistic room, photo taken from far, scary creature, official render, facing camera","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0088.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, gray men, in a bedroom, photo taken from far, white backround, realistic footage, black floor, a friendly wisp, whitehorns, slender boy with a pale, osr, facing the camera, facing camera","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0148.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, of the game portal, an ultra realistic photo, home video, centered full-body shot, white room, a friendly wisp, made in rpg maker, leaked photo, full subject shown in photo","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0199.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white ambient background, photo taken from far, portal opening, gray men, by Jerry Eisenberg, a friendly wisp, clear photo, photo taken in 2018, promotional picture","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0307.png,"there is a black door in a dark room with a light on, interior gameplay screenshot, dan witz, inspired by Richard Benning, overexposed photograph, full body cgsociety, by Melissa A. Benson, hallway, wide - angle film, unsettling","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0010.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, white box, gray men, taken on a 2010s camera, adorable glowing creature, facing camera, location in a apartment, osr, ( ( deep black eyes ) ), photoscanned, by Joe Sorren, watcher, by Tani Bunchō","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0134.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white background wall, ps 3, very known photo, gray men, might delete later, the victim is in the center, a polaroid photo, tall entry","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0223.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white background wall, photo taken from far, promotional photo, spectres, portal 3, interconnected human lifeforms, sk, plain, 1 8","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0133.png,"arafed image of a ghostly figure in a dark hallway, in - game footage, celery man, better known as amouranth, in a white room, slender boy with a pale, hyper realism scary, home video, black circle, extremely realistic and detailed, centered full-body shot, whitehorns, screenshot from the game","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0224.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white background wall, photo taken from far, of the game portal, production photo, 5 0 0 px, interconnected human lifeforms, thumbnail, pc boxart, spectres, dsrl photo","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0289.png,"there is a door in the hallway leading to a dark room, promotional render, interior gameplay screenshot, pinhole photo : dream, full body photo of steve, white floor, black road, greenish lighting, test subject, insidious","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0258.png,"there is a ghostly figure standing in a dark hallway, promotional render, white room, psp, man with thin lines on the face, photography photorealistic, wearing a light shirt, hyper realistic render, slender, thumbnail","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0300.png,"there is a black and white photo of a hallway with a light, in game capture 3d render, sinister complexion, large dark gradients, inside of a bedroom, green floor, inspired by James Bateman, faceless people dark, soft blur lighting","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0017.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, white box, realistic parallel content, android close to camera, gray men, concept photo, phantom list, photo taken from far","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0065.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, white box, gray men, android close to camera, photorealistic room, photo taken from far, upscale photo, with black eyes, a friendly wisp, 2 0 1 0 s, chili, standing outside a house, white background wall, 720p","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0141.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white background wall, photo taken from far, beautiful male god of death, a polaroid photo, portal 3, a friendly wisp, black floor","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0287.png,"there is a dark room with a door and a light on, promotional render, walking towards the camera, ps 3 screenshot, soft blur lighting, ( ( ( horror art ) ) ), lens distortion, white floor, full body camera shot, dark kitchen, gentle shadowing, ps 5 screenshot","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0256.png,"there is a blurry image of a person standing in a dark room, interior gameplay screenshot, eye white). full body realistic, slender boy with a pale, hidden camera photo, whitehorns, 3 d render official art, apartment hallway, celery man, face shown, sheet, she, ps","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0190.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white ambient background, photograph of 3d ios room, full-body photography, portal 3, very known photo, full subject shown in photo, promotional photo, might delete later, promotional artwork, photo taken with sony a7r camera","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0019.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, plain white tshirt, an ultra realistic photo, youtube thumbnail, a photo of an old opened camera, gray men, no - text no - logo, taken on a 2010s camera, celery man, by Sōami, standing outside a house","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0146.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, of the game portal, an ultra realistic photo, home video, centered full-body shot, phantom list, pp, white floor, huge black circle, 2019, face shown, osr, spectres, 1 0, trail of blood follows behind it","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0280.png,"there is a black and white photo of a hallway with a door, 3d render of a man's body, real lighting, horror game graphics, green light coming from window, black road, soft blur lighting, no - text no - logo, ps 3 graphics, coming down the stairs, test subject","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0251.png,"arafed image of a person standing in a dark room, of the game portal, sleep paralysis demon, white floor, ultraphotorealistic, full body backlight, white face, from arcane, by Sōami, photoscanned, image on the store website, caught on camera, green man, full-body character portrait, 5 0 0 px","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0197.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white background wall, photo taken from far, of the game portal, full-body photography, photo taken with sony a7r camera, white face, a friendly wisp, full subject shown in photo, no - text no - logo","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0309.png,"there is a black door in a dark room with a light on, interior gameplay screenshot, hidden camera photo, dark grey carpet, photo taken with sony a7r camera, apartment hallway, full body backlight, nightmare render, greenish lighting, early screen test, depth blur","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0062.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, white box, android close to camera, extremely realistic photo, white background wall, 2010s, photo taken from far, official render, scary creature, ui, tpose, full subject shown in photo, in bathroom","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0053.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, white box, realistic parallel content, android close to camera, room interior, gray men, tpose, the photo was taken from afar, a friendly wisp, welcoming grin, black floor, full subject shown in photo","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0082.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, white box, gray men, photo taken in 2018, a friendly wisp, black outlines, in, plain, slender boy with a pale, white background wall, osr, photo taken from far","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0260.png,"there is a ghostly figure standing in a dark hallway, promotional render, white room, ability image, android close to camera, photorrealistic concept art, celery man, home video footage, rendered image","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0177.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white ambient background, home video footage, photo taken with sony a7r camera, female protagonist, a friendly wisp, official photo","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0267.png,"there is a person standing in a dark room with a door, photoreal render, ps 3 screenshot, soft blur lighting, ( ( ( horror art ) ) ), konami concept art, light tracing, slender boy with a pale, white floor, very clear image","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0170.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, of the game portal, an ultra realistic photo, white floor, pitch black room, a friendly wisp, photo still of interior, whitehorns, by Sōami, female floating, highly realistic photography, no - text no - logo","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0028.png,"arafed image of a ghostly figure in a dark hallway, in - game footage, celery man, wearing white pajamas, an scp anomalous object, full body devil man, whitehorns, hyperrealistic teen, he is wearing a black t-shirt, hyper realistic content, gameplay still, test subject","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0054.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, plain white tshirt, an ultra realistic photo, a photo of an old opened camera, gray men, taken on a 2010s camera, in bathroom, mobile game asset","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0085.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, white box, gray men, photo taken in 2018, black eyes and large forehead, osr, photo taken from far, plain","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0269.png,"there is a person standing in a dark room with a door, volumetric lighting and shadows, android close to camera, bodyless, apartment hallway, fullbody photo, phantom list, pleasant lighting, ghastly, in game render, render of april, pale head","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0026.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, infared photography, an ultra realistic photo, of the game portal, white face, taken on a 2000s camera, full-body photography, osr, streaming on twitch","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0215.png,"there is a ghostly figure standing in a dark hallway, promotional render, slender boy with a pale, high resolution camera shot, android close to camera, white box, whitehorns, photorealistic room, face shown, art for the game, photo of green river, slit-scan photography, general human form, matt betteker, vectorial, white room, trail of blood follows behind it","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0102.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, a polaroid photo, 5 feet distance from the camera, whitehorns, sona is a slender, android close to camera, gray men, 5 th floor, home video, protagonist","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0212.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white ambient background, photograph of 3d ios room, a friendly wisp, very known photo, tall man, slit-scan photography, of the game portal, apartment hallway","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0105.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white background wall, photo taken from far, ps 3, 2019, scenario assets, tall entry, the victim is in the center, phantom list, app","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0179.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white ambient background, photograph of 3d ios room, home video footage, a friendly wisp, centered full-body shot, photo taken with sony a7r camera, promotional image, full subject shown in photo, no logo, omega","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0021.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, white floor, an ultra realistic photo, android close to camera, gray men, whitehorns, concept photo, photo taken from far, spotlit","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0130.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, a polaroid photo, android close to camera, empty white room, human male demon, omega, extremely realistic photo, of the game portal, pp, f3.5, may, gameplay","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0227.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white background wall, full-body photography, sona is a slender, slit-scan photography, very known photo, whitehorns, of the game portal, 5 0 0 px","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0068.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, white box, gray men, android close to camera, photorealistic room, photo taken from far, upscale photo, with black eyes, happy appearance, whitehorns, photo of green river, chili, standing outside a house","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0303.png,"there is a dark room with a door and a light on, walking towards the camera, cloth sim, dark outlines, real-life photograph, by Nōami, photorealistic full body, long dark hallway, left align","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0014.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, white box, an ultra realistic photo, android close to camera, gray men, whitehorns, pp, luminous body, in a bedroom, actual photo","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0304.png,"there is a dark room with a door and a light on, promotional render, ps 3 screenshot, walking towards the camera, centered full body shot, dark and horrifying, lens distortion, white floor, green man, apartment hallway, left align content","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0013.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, white box, an ultra realistic photo, android close to camera, black outlines, whitehorns, by Sengai, full-body photography, photo taken from far, concept image","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0137.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white background wall, photo taken from far, beautiful male god of death, phone recording, of the game portal, fullbody photo","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0220.png,"there is a ghostly figure standing in a dark hallway, promotional render, slender boy with a pale, high resolution camera shot, android close to camera, white box, whitehorns, photorealistic room, a friendly wisp, gray men, inspired by Ken Messer","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0283.png,"there is a black and white photo of a hallway with a door, in game capture 3d render, sinister complexion, full body backlight, green light coming from window, early screen test, color corrected, gameplay still, dark strokes, depth blur","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0145.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white background wall, ps 3, very known photo, phantom list, gray men, the victim is in the center, might delete later, 3 dcg, tall entry, standing outside a house, android close to camera, - g","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0194.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, plain studio background, very known photo, inside white room, a friendly wisp, photo taken in 2018, first-person, omega, by Jerry Eisenberg, as photograph","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0252.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, of the game portal, slit-scan photography, white floor, ps 3, production photo, face shown, standing outside a house, sheet, ue 4, spectres, tall man, very known photo","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0139.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white background wall, photo taken from far, beautiful male god of death, a polaroid photo, portal 3, facing the camera, ultra clear, a friendly wisp, black floor","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0061.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, white box, gray men, android close to camera, photorealistic room, photo taken from far, upscale photo, with black eyes, a friendly wisp, whitehorns, 5 th floor","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0229.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white background wall, ps 3, 2022 photograph, tall entry, of the game portal, 5 feet away, 5 0 0 px, production photo, face shown, 500px, spectres, 2019","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0066.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, plain white tshirt, an ultra realistic photo, a photo of an old opened camera, home video, gray men, by Mac Conner, without text","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0284.png,"there is a door in a dark room with a light on, promotional render, interior gameplay screenshot, slender boy with a pale, black floor, soft blur light, inspired by Allan Brooks, apartment hallway, left align content, very clear image","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0142.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white background wall, photo taken from far, beautiful male god of death, a polaroid photo, portal 3, facing the camera, ultra clear, a friendly wisp, gray men","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0193.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white ambient background, photograph of 3d ios room, full-body photography, portal 3, a friendly wisp, photo taken in 2018, production photo, osr, spectres","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0255.png,"there is a ghostly figure standing in a dark hallway, promotional render, white room, ability image, 7, photorealistic photography, slender boy with a pale, camera footage, slit-scan photography, whitehorns, celery man, official render, render of april, white cloth","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0077.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, white box, an ultra realistic photo, android close to camera, gray men, in a bedroom, the photo was taken from afar, a friendly wisp, osr, black floor, pain, official render","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0238.png,"there is a ghostly figure standing in a dark hallway, promotional render, slender boy with a pale, home video, android close to camera, whitehorns, hd photorealistic image, white room, human male, ios app icon, face shown","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0182.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white background wall, photo taken from far, of the game portal, production photo, fullbody photo, gameplay video, 2019, full subject shown in photo, pc boxart, spirits, white building, by Kathleen Allen, android close to camera","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0244.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, slit-scan photography, samsung smartthings, gameplay video, face shown, white room, interconnected human lifeforms, black floor, pp, sheet, medium length photography, a friendly wisp, ssao","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0295.png,"there is a door in a dark room with a light on, promotional render, interior gameplay screenshot, slender boy with a pale, walks down dark hallway, pinhole photo : dream, photorealistic room, test subject, ps 3 screenshot","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0153.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white background wall, photo taken from far, beautiful male god of death, a photo of an old opened camera, of the game portal, gray men, 5 feet away, whitehorns, extremely realistic photo, no - text no - logo, screenshot of pixel game","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0185.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white background wall, photo taken from far, of the game portal, production photo, full-body photography, photo taken with sony a7r camera, gameplay, concept image","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0243.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white background wall, ps 3, slit-scan photography, single floor, a friendly wisp, 2022 photograph, production photo, interconnected human lifeforms, face shown, sheet, pp","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0292.png,"there is a door in a dark room with a light on, promotional render, interior gameplay screenshot, slender boy with a pale, black floor, ps 3 graphics, photo still of interior, apartment hallway, by Dong Kingman, faceless people dark, shot on 16mm film, descent","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0154.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, a polaroid photo, white floor, pitch black room, gray men, portal opening, extremely realistic photo, live-action archival footage, female alive, whitehorns, up","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0070.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, white box, gray men, android close to camera, photorealistic room, photo taken from far, upscale photo, with black eyes, happy appearance, whitehorns, 2 0 1 0 s","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0128.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white background wall, photo taken from far, beautiful male god of death, phone recording, of the game portal, extremely realistic photo, gameplay","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0002.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, white box, taken on a 2010s camera, he is greeting you warmly, black floor, someone in home sits in bed, a friendly wisp, by Sōami, full subject shown in photo, unrealistic character concept, cursed","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0315.png,"there is a black door in a dark room with a light on, interior gameplay screenshot, hidden camera photo, by Melissa A. Benson, dark grey carpet, full body photo of steve, 5 th floor, green floor, by James Bard, underexposed photography, walking towards the camera","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0231.png,"there is a ghostly figure standing in a dark hallway, promotional render, slender boy with a pale, home video, android close to camera, whitehorns, photography photorealistic, 2 d image, osr, facing camera, white room, a friendly wisp","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0126.png,"arafed image of a ghostly figure in a dark hallway, in - game footage, celery man, better known as amouranth, white background wall, apartment hallway, bjd, tpose, gray men, full body in shot, concept image, kid, persona","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0079.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, white box, gray men, android close to camera, photorealistic room, photo taken from far, upscale photo, with black eyes, a friendly wisp, whitehorns, 5 th floor","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0236.png,"arafed image of a ghostly figure in a dark hallway, smooth white tight clothes suit, in game capture 3d render, but as photography, slender boy with a pale, home video footage, samsung smartthings, face is visible, psp","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0121.png,"arafed image of a ghostly figure in a dark hallway, in - game footage, celery man, better known as amouranth, white background wall, apartment hallway, bjd, tpose, man with thin lines on the face, surveillance footage, whitehorns, gray men, higurashi, tai costume","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0005.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, white box, taken on a 2010s camera, he is greeting you warmly, haunted background, slit-scan photography, someone in home sits in bed, full subject shown in photo, first-person, by Sōami, boy","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0312.png,"there is a black door in a dark room with a light on, interior gameplay screenshot, hidden camera photo, greenish lighting, walks down dark hallway, photoshop render, slenderman, dark grey carpet, soft blur lighting, left align, no - text no - logo, depth blur","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0114.png,"arafed image of a ghostly figure in a dark hallway, in - game footage, spoon slim figure, by Mac Conner, white floor, high resolution camera shot, squaresoft, steel gray body, face shown, phone recording, image on the store website, ps 3, thumbnail","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0203.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white ambient background, photograph of 3d ios room, no - text no - logo, home video footage, a friendly wisp, gray men, whitehorns, full subject shown in photo, promo image","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0030.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, a black and white photo, trail camera footage, shin megami, sona is a slender, photo of a 50-year-old white man, phone recording, whitehorns, female alive","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0168.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, of the game portal, an ultra realistic photo, white floor, home video, centered full-body shot, a friendly wisp, photo still of interior, osr, 2019, interior gameplay screenshot, spectres","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0037.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, a polaroid photo, live-action archival footage, android close to camera, omega, centered full-body shot, whitehorns, youtube thumbnail, trail camera footage, gray men, hyperrealistic teen","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0278.png,"there is a black and white photo of a hallway with a door, in game capture 3d render, light falling on face, scary lighting, full body backlight, invisible man, color corrected, nightmares, dark strokes, left align, dark kitchen, early screen test","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0113.png,"arafed image of a ghostly figure in a dark hallway, in - game footage, celery man, better known as amouranth, white background wall, apartment hallway, bjd, tpose, man with thin lines on the face, surveillance footage, whitehorns, konami concept art, camera footage","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0204.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white ambient background, photo taken from far, portal opening, gray men, ut 4, poltergeist, no - text no - logo, white paper, face shown, omega, by artist, spectres, image on the store website","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0039.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, a polaroid photo, live-action archival footage, android close to camera, apartment hallway, photo of a 50-year-old white man, whitehorns, tpose, back towards camera, humanoid animal","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0161.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white ambient background, home video footage, white floor, a friendly wisp, photo taken in 2018, promotional photo, protagonist, osr, black outline, app, whitehorns, image on the store website, by Daarken","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0276.png,"there is a dark room with a door and a light on, promotional render, ps 3 screenshot, dark at left side, walks down dark hallway, full body in camera, dark and horrifying, softfocus, octan render, white floor, bounced light, invisible man, 16k render","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
